user,date,post
NewLIFEstyle4ME,"May 19, 2019 6:40PM","['losingweightforgood2012', 'wrote', 'keto', 'mozzeralla', 'garlic', 'stick', 'look', 'crazy', 'good', 'yay']"
Deanner03,"May 19, 2019 6:40PM","['slovak', 'goulash']"
seltzermint555,"May 20, 2019 2:00AM","['usually', 'eat', '7', 'noon', '5', '6', 'pm', 'weird', '6', 'breakfast', 'steel', 'cut', 'oat', 'dried', 'cranberry', 'coffee', '1130', 'brunch', '34', 'bagel', 'sandwich', 'egg', 'ham', 'pepper', 'jack', 'cheese', '12', 'large', 'serving', 'fried', 'potato', 'health', 'food', 'place', 'still', 'fried', 'cup', 'fresh', 'pineapple', '430', 'pm', 'snack', 'dunkin', 'cremefilled', 'donut', 'xl', 'dark', 'roast', 'iced', 'coffee', '8', 'pm', 'dinner', 'caramelized', 'onion', 'cheddar', 'quesadilla', '2', 'small', 'corn', 'tortilla', 'picante']"
JessAndreia,"May 20, 2019 3:30AM","['waffle', 'seitan', 'chick', 'n', 'smoothie', 'spinach', 'mango', 'orange', 'pineapple', 'flax', 'seed', 'hemp', 'protein', 'sandwich', 'vegan', 'ham', 'cheese', 'lettuce', 'chocolate', 'protein', 'shake', 'rice', 'red', 'bean', 'cabbage', 'loquat']"
Katmary71,"May 20, 2019 3:46AM","['breakfast', 'two', 'cup', 'coffee', 'cream', 'apple', 'lunch', 'large', 'salad', 'spring', 'green', 'parsley', 'basil', 'red', 'pepper', 'green', 'onion', 'carrot', 'cherry', 'tomato', 'snack', 'fage', '2', 'strawberry', 'dinner', 'salmon', 'broccoli', 'carrot', 'green', 'pepper']"
NewLIFEstyle4ME,"May 20, 2019 3:21PM","['breakfast', 'cup', 'coffee', 'wcream', 'lunch', '2', 'cup', 'milk', 'oolong', 'tea', '1', 'cup', 'emperor', 'puh', 'erh', 'tea', 'dinner', 'homemade', 'italian', 'sausage', 'spaghetti', 'wmozzarella', 'cheese', 'top', 'baby', 'bok', 'choy', 'water', 'drink', 'dessert', 'late', 'night', 'snack', 'cup', 'mint', 'chocolate', 'chip', 'ice', 'cream', 'bowl', 'strawberry', 'blueberry', 'blackberry']"
seltzermint555,"May 20, 2019 4:18PM","['breakfast', 'oatmeal', 'peanut', 'butter', 'cinnamon', 'coffee', 'lunch', 'split', 'pea', 'w', 'carrot', 'onion', '1', 'oz', 'wisconsin', 'cheese', 'curd', '1', 'whole', 'apricot', 'green', 'jasmine', 'tea', 'dinner', 'large', 'baked', 'potato', 'seasoned', 'tvp', 'meat', 'onion', 'bell', 'pepper', 'salsa', 'sour', 'cream', 'broccoli', 'side', '3', 'small', 'homemade', 'chocolate', 'cooky', '1', 'cup', '1', 'milk', 'dairy', 'milk', 'rarity', 'love', 'cooky']"
NewLIFEstyle4ME,"May 21, 2019 5:33PM","['breakfast', '4', 'breakfast', 'link', 'sausage', '2', 'egg', 'medium', 'hard', 'grit', 'raisin', 'toast', 'wbutter', 'lunch', '2', 'cup', 'dandelion', 'root', 'tea', '1', 'cup', 'milk', 'oolong', 'tea', 'dinner', 'left', 'homemade', 'italian', 'sausage', 'spaghetti', 'wmozzarella', 'cheese', 'steamed', 'broccoli', 'cauliflower', '4', 'oz', '100', 'cherry', 'juice', 'dessert', 'andor', 'late', 'night', 'snack', 'greenblackkalamata', 'olive']"
Sunshine_And_Sand,"May 21, 2019 5:39PM","['breakfast', 'oatmeal', 'melted', 'cheddar', 'salt', 'pepper', 'texas', 'pete', 'lunch', 'homemade', 'chicken', 'salad', 'honey', 'wheat', 'tangelo', 'dinner', 'mexican', 'restaurant', 'kid', 'school', 'function']"
seltzermint555,"May 21, 2019 5:49PM","['breakfast', 'multigrain', 'toaster', 'waffle', 'tiny', 'bit', 'cookie', 'butter', 'sugarfree', 'syrup', '1', 'fried', 'egg', 'w', 'picante', 'coffee', 'lunch', 'morningstar', 'garden', 'veggie', 'patty', 'spicy', 'brown', 'mustard', 'pickle', 'shredded', 'lettuce', 'tomato', 'onion', 'bun', 'sweet', 'potato', 'kale', 'mix', 'dried', 'cranberry', 'balsamic', 'afternoon', 'snack', 'skinny', 'latte', 'sugarfree', 'raspberry', 'flavoring', 'dinner', 'wheat', 'farfalle', 'pasta', 'pea', 'alfredo', 'sauce', 'made', 'almond', 'milk', 'blended', 'cauliflower', 'fresh', 'herb', 'nutritional', 'yeast']"
